1,reserveRental,2018-12-07,2018-12-07,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
68,addCar1,,,,,,,,,,,Ritz,4,25.00,30.00,100.00,5.00,0.99,,,,,,,,onstarrate cannot be less than 1.00,,,0,0,Please correct the following errors
69,addCar1,,,,,,,,,,,Ritz,4,25.00,30.00,100.00,5.00,0.9,,,,,,,,onstarrate must contain only float values upto 2 decimals,,,0,0,Please correct the following errors
70,addCar1,,,,,,,,,,,Ritz,4,25.00,30.00,100.00,5.00,1.00,,,,,,,,siriusxmrate cannot be blank,,,0,0,Please correct the following errors
71,addCar1,,,,,,,,,,,Ritz,4,25.00,30.00,100.00,5.00,10.00,,,,,,,,siriusxmrate cannot be blank,,,0,0,Please correct the following errors
72,addCar1,,,,,,,,,,,Ritz,4,25.00,30.00,100.00,5.00,10.01,,,,,,,,onstarrate cannot be more than 10.00,,,0,0,Please correct the following errors
73,addCar1,,,,,,,,,,,Ritz,4,25.00,30.00,100.00,5.00,6.00,0.99,,,,,,,siriusxmrate cannot be less than 1.00,,,0,0,Please correct the following errors
74,addCar1,,,,,,,,,,,Ritz,4,25.00,30.00,100.00,5.00,6.00,0.9,,,,,,,siriusxmrate must contain only float values upto 2 decimals,,,0,0,Please correct the following errors
75,addCar1,,,,,,,,,,,Ritz,4,25.00,30.00,100.00,5.00,6.00,1.00,,,,,,,,,,0,0,
76,addCar1,,,,,,,,,,,Ritz,4,25.00,30.00,100.00,5.00,6.00,10.00,,,,,,,,,,0,0,
77,addCar1,,,,,,,,,,,Ritz,4,25.00,30.00,100.00,5.00,6.00,10.01,,,,,,,siriusxmrate cannot be more than 10.00,,,0,0,Please correct the following errors
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
79,asdasdasd,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-05,2018-11-06,1,0,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-09,2018-11-10,1,2,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-10,2018-11-11,1,2,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-09,2018-11-11,2,3,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-09,2018-11-09,0,1,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-11,2018-11-16,5,2,
